,Model,Accuracy mean %,Precision mean %,Recall mean %,F1 Score mean %,Features
116,KNN,77.8068224,80.73956951,80.58823529,80.05580861,"['sex', 'oldpeak', 'ca']"
117,KNN,76.18168335,77.15508412,80.625,78.40557969,"['sex', 'oldpeak', 'thal']"
118,KNN,76.86058584,76.67530853,84.96323529,80.11074006,"['sex', 'slope', 'ca']"
119,KNN,75.85836114,81.41666667,74.52205882,77.21317726,"['sex', 'slope', 'thal']"
120,KNN,77.17241379,76.59722222,86.13970588,80.6369997,"['sex', 'ca', 'thal']"
121,KNN,52.01928068,54.58966215,65.29411765,59.20649561,"['cp', 'trestbps', 'chol']"
122,KNN,67.27178346,69.90569608,70.88235294,69.91666545,"['cp', 'trestbps', 'fbs']"
123,KNN,63.68965517,65.91621171,68.56617647,66.74377798,"['cp', 'trestbps', 'restecg']"
124,KNN,68.07415647,70.53396359,70.99264706,70.49703335,"['cp', 'trestbps', 'thalach']"
125,KNN,66.98146088,70.37829108,70.33088235,69.55362561,"['cp', 'trestbps', 'exang']"
126,KNN,69.90841676,70.00686437,78.16176471,73.43612356,"['cp', 'trestbps', 'oldpeak']"
127,KNN,67.65183537,70.88626759,70.95588235,70.33401892,"['cp', 'trestbps', 'slope']"
128,KNN,68.25250278,71.06002331,73.34558824,71.43020846,"['cp', 'trestbps', 'ca']"
129,KNN,65.65888024,68.50458734,70.91911765,68.88923866,"['cp', 'trestbps', 'thal']"
130,KNN,51.79866518,54.80452842,65.91911765,59.55736201,"['cp', 'chol', 'fbs']"
131,KNN,52.46607341,55.16087254,66.50735294,60.02609856,"['cp', 'chol', 'restecg']"
132,KNN,66.42825362,68.11432193,73.93382353,70.62099322,"['cp', 'chol', 'thalach']"
133,KNN,52.79940675,55.47634997,66.50735294,60.19443173,"['cp', 'chol', 'exang']"
134,KNN,52.78865406,55.41743692,67.72058824,60.6206737,"['cp', 'chol', 'oldpeak']"
135,KNN,52.79940675,55.52888873,65.91911765,60.02712617,"['cp', 'chol', 'slope']"
136,KNN,51.79866518,54.66563954,66.54411765,59.77795025,"['cp', 'chol', 'ca']"
137,KNN,52.14349277,55.08120827,65.91911765,59.74629589,"['cp', 'chol', 'thal']"
138,KNN,57.756396,58.3495671,82.97794118,68.10957866,"['cp', 'fbs', 'restecg']"
139,KNN,69.32999629,71.38470564,73.93382353,72.30286962,"['cp', 'fbs', 'thalach']"
140,KNN,74.99035966,71.15311005,91.61764706,79.98150986,"['cp', 'fbs', 'exang']"
141,KNN,76.27994067,74.51623459,86.80147059,79.68664413,"['cp', 'fbs', 'oldpeak']"
142,KNN,72.26622173,71.48179301,82.94117647,76.47051905,"['cp', 'fbs', 'slope']"
143,KNN,75.53874676,72.79625296,90.29411765,80.34958116,"['cp', 'fbs', 'ca']"
144,KNN,76.18168335,72.91461016,90.80882353,80.63857376,"['cp', 'fbs', 'thal']"
145,KNN,69.67482388,71.52756278,74.55882353,72.71147177,"['cp', 'restecg', 'thalach']"
146,KNN,73.68928439,72.37237032,85.58823529,77.84029604,"['cp', 'restecg', 'exang']"
147,KNN,74.25695217,73.88423878,83.125,77.82028736,"['cp', 'restecg', 'oldpeak']"
148,KNN,74.67927327,76.84490024,77.61029412,76.94233271,"['cp', 'restecg', 'slope']"
149,KNN,75.88283278,72.73881674,90.91911765,80.61349737,"['cp', 'restecg', 'ca']"
150,KNN,75.83685577,75.77452303,83.125,78.79352347,"['cp', 'restecg', 'thal']"
151,KNN,68.98516871,71.21987047,73.30882353,71.86608801,"['cp', 'thalach', 'exang']"
152,KNN,69.67482388,71.52756278,74.55882353,72.71147177,"['cp', 'thalach', 'oldpeak']"
153,KNN,68.98516871,71.21987047,73.30882353,71.86608801,"['cp', 'thalach', 'slope']"
154,KNN,70.01965146,71.65256278,75.18382353,73.09453629,"['cp', 'thalach', 'ca']"
155,KNN,69.99740452,71.71138631,75.14705882,73.10362863,"['cp', 'thalach', 'thal']"
156,KNN,77.29217649,75.39149985,88.01470588,80.87304959,"['cp', 'exang', 'oldpeak']"
157,KNN,76.92361884,76.51735846,84.375,79.95607811,"['cp', 'exang', 'slope']"
158,KNN,78.97330367,78.98937908,84.96323529,81.62128253,"['cp', 'exang', 'ca']"
159,KNN,78.89358547,78.20156396,86.06617647,81.65599413,"['cp', 'exang', 'thal']"
160,KNN,74.92213571,74.54676558,83.05147059,78.22439553,"['cp', 'oldpeak', 'slope']"
161,KNN,77.56025213,77.65407391,84.85294118,80.70389249,"['cp', 'oldpeak', 'ca']"
162,KNN,79.5524657,76.52431944,92.13235294,83.21643472,"['cp', 'oldpeak', 'thal']"
163,KNN,77.21690768,76.39140382,87.83088235,80.98058421,"['cp', 'slope', 'ca']"
164,KNN,76.93659622,78.50474753,80.625,79.21390449,"['cp', 'slope', 'thal']"
165,KNN,81.86503522,81.2976817,89.08088235,84.62524716,"['cp', 'ca', 'thal']"
166,KNN,51.37411939,54.11005404,65.33088235,58.93280499,"['trestbps', 'chol', 'fbs']"
167,KNN,52.01928068,54.47174318,66.50735294,59.65829518,"['trestbps', 'chol', 'restecg']"
168,KNN,65.00519095,66.78524799,71.43382353,68.8904861,"['trestbps', 'chol', 'thalach']"
169,KNN,52.01928068,54.52601489,66.50735294,59.6502066,"['trestbps', 'chol', 'exang']"
170,KNN,52.04152762,54.42334562,65.91911765,59.40080757,"['trestbps', 'chol', 'oldpeak']"
171,KNN,51.37411939,54.11005404,65.33088235,58.93280499,"['trestbps', 'chol', 'slope']"
172,KNN,52.6974416,55.11992047,66.50735294,59.92036518,"['trestbps', 'chol', 'ca']"
173,KNN,52.01928068,54.52601489,66.50735294,59.6502066,"['trestbps', 'chol', 'thal']"
174,KNN,54.39562477,56.99605877,65.44117647,60.47926004,"['trestbps', 'fbs', 'restecg']"
175,KNN,68.08490916,70.41475681,71.61764706,70.70582675,"['trestbps', 'fbs', 'thalach']"
176,KNN,60.04375232,61.8194813,69.77941176,65.24338266,"['trestbps', 'fbs', 'exang']"
177,KNN,64.02669633,65.09398525,73.45588235,68.4474294,"['trestbps', 'fbs', 'oldpeak']"
178,KNN,58.47608454,61.73244832,65.11029412,61.98026382,"['trestbps', 'fbs', 'slope']"
179,KNN,60.0567297,62.33207908,69.15441176,64.76361608,"['trestbps', 'fbs', 'ca']"
180,KNN,64.00296626,65.22808834,72.79411765,68.54208641,"['trestbps', 'fbs', 'thal']"
181,KNN,68.08490916,70.41475681,71.61764706,70.70582675,"['trestbps', 'restecg', 'thalach']"
182,KNN,60.05524657,61.85854188,70.36764706,65.49439451,"['trestbps', 'restecg', 'exang']"
183,KNN,64.34853541,64.85669117,75.33088235,69.239423,"['trestbps', 'restecg', 'oldpeak']"
184,KNN,56.79792362,60.51122291,60.73529412,59.91626606,"['trestbps', 'restecg', 'slope']"
185,KNN,61.04597701,62.8930806,70.95588235,66.24458072,"['trestbps', 'restecg', 'ca']"
186,KNN,61.72339637,63.69935101,69.22794118,66.0430354,"['trestbps', 'restecg', 'thal']"
187,KNN,68.08490916,70.41475681,71.61764706,70.70582675,"['trestbps', 'thalach', 'exang']"
188,KNN,67.75157582,70.23093328,70.99264706,70.30809947,"['trestbps', 'thalach', 'oldpeak']"
189,KNN,67.75157582,70.23093328,70.99264706,70.30809947,"['trestbps', 'thalach', 'slope']"
190,KNN,68.07415647,70.32563025,71.61764706,70.68085688,"['trestbps', 'thalach', 'ca']"
191,KNN,68.08490916,70.41475681,71.61764706,70.70582675,"['trestbps', 'thalach', 'thal']"
192,KNN,66.72858732,67.1668543,75.91911765,70.81200544,"['trestbps', 'exang', 'oldpeak']"
193,KNN,63.72636263,65.42068994,71.58088235,67.90633846,"['trestbps', 'exang', 'slope']"
194,KNN,63.65888024,65.51783184,72.16911765,68.19942602,"['trestbps', 'exang', 'ca']"
195,KNN,62.37931034,63.35716184,73.41911765,67.69503195,"['trestbps', 'exang', 'thal']"
196,KNN,66.62884687,67.81134878,75.25735294,70.75092623,"['trestbps', 'oldpeak', 'slope']"
197,KNN,67.67408231,68.72774963,75.84558824,71.3449685,"['trestbps', 'oldpeak', 'ca']"
198,KNN,65.68335187,66.21212121,77.72058824,70.86481498,"['trestbps', 'oldpeak', 'thal']"
199,KNN,64.37004079,66.33062943,72.24264706,68.60487447,"['trestbps', 'slope', 'ca']"
200,KNN,61.37931034,63.21452528,70.40441176,66.13950133,"['trestbps', 'slope', 'thal']"
201,KNN,65.96069707,67.38663894,75.18382353,70.51888902,"['trestbps', 'ca', 'thal']"
202,KNN,50.83166481,54.08921669,65.29411765,59.01017181,"['chol', 'fbs', 'restecg']"
203,KNN,66.09492028,67.90964357,73.30882353,70.2344386,"['chol', 'fbs', 'thalach']"
204,KNN,51.16499815,54.24638167,65.29411765,59.08105414,"['chol', 'fbs', 'exang']"
205,KNN,51.81015944,54.91081849,66.50735294,59.86950176,"['chol', 'fbs', 'oldpeak']"
206,KNN,52.45532073,55.60849282,65.88235294,60.12022325,"['chol', 'fbs', 'slope']"
207,KNN,53.13348165,55.95206007,67.13235294,60.87320101,"['chol', 'fbs', 'ca']"
208,KNN,50.82017056,54.36181486,64.70588235,58.8938237,"['chol', 'fbs', 'thal']"
209,KNN,66.42825362,68.11432193,73.93382353,70.62099322,"['chol', 'restecg', 'thalach']"
210,KNN,51.83240638,54.77593348,65.91911765,59.66742304,"['chol', 'restecg', 'exang']"
211,KNN,52.13274008,55.26169568,66.50735294,60.08838229,"['chol', 'restecg', 'oldpeak']"
212,KNN,52.77790137,55.72293277,66.47058824,60.38508559,"['chol', 'restecg', 'slope']"
213,KNN,52.48832036,55.31496208,66.54411765,60.22937966,"['chol', 'restecg', 'ca']"
214,KNN,51.48757879,54.79896901,65.29411765,59.39476094,"['chol', 'restecg', 'thal']"
215,KNN,66.42825362,68.11432193,73.93382353,70.62099322,"['chol', 'thalach', 'exang']"
216,KNN,66.42825362,68.11432193,73.93382353,70.62099322,"['chol', 'thalach', 'oldpeak']"
217,KNN,66.42825362,68.11432193,73.93382353,70.62099322,"['chol', 'thalach', 'slope']"
