Model,Accuracy mean %,Precision mean %,Recall mean %,F1 Score mean %,Features
Decision Tree,77.16091954,75.44300797,77.52747253,75.74514878,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'exang', 'ca']"
Decision Tree,81.20689655,86.76822524,72.36263736,78.04947499,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'exang', 'thal']"
Decision Tree,72.06896552,72.16813089,69.23076923,68.78955453,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'oldpeak', 'slope']"
Decision Tree,74.79310345,81.33401239,64.50549451,69.4196182,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'oldpeak', 'ca']"
Decision Tree,80.87356322,84.18702866,74.50549451,78.39951194,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'oldpeak', 'thal']"
Decision Tree,78.47126437,80.09521687,75.27472527,75.96773089,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'slope', 'ca']"
Decision Tree,80.54022989,85.39337786,72.36263736,77.5010738,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'slope', 'thal']"
Decision Tree,82.90804598,86.48701299,76.15384615,80.2739067,"['age', 'sex', 'cp', 'trestbps', 'thalach', 'ca', 'thal']"
Decision Tree,73.44827586,74.52573162,67.85714286,68.93257447,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak', 'slope']"
Decision Tree,77.52873563,83.05772006,67.36263736,72.87652481,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak', 'ca']"
Decision Tree,74.45977011,73.44771242,76.04395604,73.06009269,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.87356322,79.185858,76.86813187,77.0953528,"['age', 'sex', 'cp', 'trestbps', 'exang', 'slope', 'ca']"
Decision Tree,74.48275862,72.88624606,76.15384615,73.27949312,"['age', 'sex', 'cp', 'trestbps', 'exang', 'slope', 'thal']"
Decision Tree,83.91954023,87.05844156,77.63736264,81.51005291,"['age', 'sex', 'cp', 'trestbps', 'exang', 'ca', 'thal']"
Decision Tree,76.86206897,81.44408369,67.47252747,71.95785774,"['age', 'sex', 'cp', 'trestbps', 'oldpeak', 'slope', 'ca']"
Decision Tree,73.48275862,70.83028981,78.35164835,73.26311015,"['age', 'sex', 'cp', 'trestbps', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.24137931,85.56193806,77.63736264,80.87415547,"['age', 'sex', 'cp', 'trestbps', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.88505747,85.05844156,77.63736264,80.48148148,"['age', 'sex', 'cp', 'trestbps', 'slope', 'ca', 'thal']"
Decision Tree,75.79310345,73.3275359,83.07692308,76.23989,"['age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'thalach']"
Decision Tree,73.42528736,71.64351253,74.3956044,72.01642925,"['age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'exang']"
Decision Tree,72.44827586,70.57810245,70.10989011,69.13997375,"['age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak']"
Decision Tree,75.47126437,70.49553718,84.72527473,76.34808392,"['age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'slope']"
Decision Tree,75.12643678,77.92136785,66.53846154,70.62081465,"['age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'ca']"
Decision Tree,75.45977011,70.89479638,80.43956044,74.88840583,"['age', 'sex', 'cp', 'chol', 'fbs', 'restecg', 'thal']"
Decision Tree,72.75862069,74.01501019,72.14285714,70.83649877,"['age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'exang']"
Decision Tree,71.40229885,68.38564141,73.73626374,69.75379838,"['age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak']"
Decision Tree,74.12643678,69.32571337,83.18681319,75.03129884,"['age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'slope']"
Decision Tree,77.7816092,76.93410021,77.36263736,75.88267422,"['age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'ca']"
Decision Tree,81.51724138,85.11487859,74.50549451,78.7913053,"['age', 'sex', 'cp', 'chol', 'fbs', 'thalach', 'thal']"
Decision Tree,72.7816092,70.76192598,70.82417582,69.5485759,"['age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'oldpeak']"
Decision Tree,72.11494253,68.83133618,76.75824176,71.74056315,"['age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'slope']"
Decision Tree,79.1954023,78.76758072,77.58241758,76.90169201,"['age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'ca']"
Decision Tree,75.12643678,71.67924362,78.24175824,74.30359037,"['age', 'sex', 'cp', 'chol', 'fbs', 'exang', 'thal']"
Decision Tree,72.7816092,72.17257742,69.3956044,69.50793651,"['age', 'sex', 'cp', 'chol', 'fbs', 'oldpeak', 'slope']"
Decision Tree,77.86206897,85.39646465,66.64835165,72.99744446,"['age', 'sex', 'cp', 'chol', 'fbs', 'oldpeak', 'ca']"
Decision Tree,74.12643678,70.1973701,79.01098901,73.75609967,"['age', 'sex', 'cp', 'chol', 'fbs', 'oldpeak', 'thal']"
Decision Tree,74.79310345,80.04252035,68.07692308,70.38738116,"['age', 'sex', 'cp', 'chol', 'fbs', 'slope', 'ca']"
Decision Tree,73.45977011,70.81843891,76.15384615,72.42831944,"['age', 'sex', 'cp', 'chol', 'fbs', 'slope', 'thal']"
Decision Tree,84.24137931,86.61388611,79.06593407,82.09287469,"['age', 'sex', 'cp', 'chol', 'fbs', 'ca', 'thal']"
Decision Tree,72.06896552,72.90389908,71.37362637,69.92740786,"['age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'exang']"
Decision Tree,71.40229885,68.38564141,73.73626374,69.75379838,"['age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak']"
Decision Tree,74.12643678,69.32571337,83.18681319,75.03129884,"['age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'slope']"
Decision Tree,77.7816092,76.93410021,77.36263736,75.88267422,"['age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'ca']"
Decision Tree,81.51724138,85.11487859,74.50549451,78.7913053,"['age', 'sex', 'cp', 'chol', 'restecg', 'thalach', 'thal']"
Decision Tree,72.7816092,70.76192598,70.82417582,69.5485759,"['age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'oldpeak']"
Decision Tree,71.09195402,68.23681959,74.50549451,70.16084976,"['age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'slope']"
Decision Tree,79.1954023,78.76758072,77.58241758,76.90169201,"['age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'ca']"
Decision Tree,75.12643678,71.67924362,78.24175824,74.30359037,"['age', 'sex', 'cp', 'chol', 'restecg', 'exang', 'thal']"
Decision Tree,72.7816092,72.17257742,69.3956044,69.50793651,"['age', 'sex', 'cp', 'chol', 'restecg', 'oldpeak', 'slope']"
Decision Tree,77.86206897,85.39646465,66.64835165,72.99744446,"['age', 'sex', 'cp', 'chol', 'restecg', 'oldpeak', 'ca']"
Decision Tree,74.12643678,70.1973701,79.01098901,73.75609967,"['age', 'sex', 'cp', 'chol', 'restecg', 'oldpeak', 'thal']"
Decision Tree,74.79310345,80.04252035,68.07692308,70.38738116,"['age', 'sex', 'cp', 'chol', 'restecg', 'slope', 'ca']"
Decision Tree,74.45977011,71.73347159,76.86813187,73.27509363,"['age', 'sex', 'cp', 'chol', 'restecg', 'slope', 'thal']"
Decision Tree,84.24137931,86.61388611,79.06593407,82.09287469,"['age', 'sex', 'cp', 'chol', 'restecg', 'ca', 'thal']"
Decision Tree,71.05747126,67.83619086,73.73626374,69.46889809,"['age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'oldpeak']"
Decision Tree,71.09195402,70.79045696,71.42857143,69.07685551,"['age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'slope']"
Decision Tree,77.16091954,76.70491273,76.0989011,74.97970732,"['age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'ca']"
Decision Tree,80.85057471,85.11487859,73.07692308,77.81739226,"['age', 'sex', 'cp', 'chol', 'thalach', 'exang', 'thal']"
Decision Tree,71.73563218,69.60229322,73.02197802,70.12290777,"['age', 'sex', 'cp', 'chol', 'thalach', 'oldpeak', 'slope']"
Decision Tree,75.45977011,81.85782192,65.93406593,70.65244164,"['age', 'sex', 'cp', 'chol', 'thalach', 'oldpeak', 'ca']"
Decision Tree,80.51724138,82.89265636,74.50549451,77.98862972,"['age', 'sex', 'cp', 'chol', 'thalach', 'oldpeak', 'thal']"
Decision Tree,79.13793103,80.35279263,76.7032967,76.881524,"['age', 'sex', 'cp', 'chol', 'thalach', 'slope', 'ca']"
Decision Tree,80.18390805,83.81329128,73.07692308,77.28723591,"['age', 'sex', 'cp', 'chol', 'thalach', 'slope', 'thal']"
Decision Tree,83.22988506,86.04245754,77.58241758,80.85672847,"['age', 'sex', 'cp', 'chol', 'thalach', 'ca', 'thal']"
Decision Tree,73.11494253,72.35640095,70.10989011,69.91653866,"['age', 'sex', 'cp', 'chol', 'exang', 'oldpeak', 'slope']"
Decision Tree,77.86206897,83.01010101,68.79120879,73.81378175,"['age', 'sex', 'cp', 'chol', 'exang', 'oldpeak', 'ca']"
Decision Tree,74.45977011,71.44230769,77.52747253,73.57779252,"['age', 'sex', 'cp', 'chol', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.87356322,81.37633419,75.43956044,76.13519378,"['age', 'sex', 'cp', 'chol', 'exang', 'slope', 'ca']"
Decision Tree,74.12643678,72.40941296,75.38461538,72.69965629,"['age', 'sex', 'cp', 'chol', 'exang', 'slope', 'thal']"
Decision Tree,84.24137931,86.61388611,79.06593407,82.09287469,"['age', 'sex', 'cp', 'chol', 'exang', 'ca', 'thal']"
Decision Tree,77.52873563,81.96789322,68.9010989,73.19068117,"['age', 'sex', 'cp', 'chol', 'oldpeak', 'slope', 'ca']"
Decision Tree,73.79310345,71.03663901,77.58241758,73.13811015,"['age', 'sex', 'cp', 'chol', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,85.36063936,79.06593407,81.52038511,"['age', 'sex', 'cp', 'chol', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.20689655,84.61388611,79.06593407,81.06430326,"['age', 'sex', 'cp', 'chol', 'slope', 'ca', 'thal']"
Decision Tree,72.06896552,72.90389908,71.37362637,69.92740786,"['age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'exang']"
Decision Tree,72.42528736,68.99675252,76.7032967,71.83406593,"['age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak']"
Decision Tree,74.12643678,69.32571337,83.18681319,75.03129884,"['age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'slope']"
Decision Tree,77.7816092,76.93410021,77.36263736,75.88267422,"['age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'ca']"
Decision Tree,82.20689655,86.9330604,74.50549451,79.47312349,"['age', 'sex', 'cp', 'fbs', 'restecg', 'thalach', 'thal']"
Decision Tree,74.13793103,73.48609071,71.64835165,70.3728146,"['age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'oldpeak']"
Decision Tree,71.42528736,68.42729578,75.21978022,70.60419951,"['age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'slope']"
Decision Tree,80.1954023,78.52948548,80.43956044,78.87971399,"['age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'ca']"
Decision Tree,75.48275862,77.46478521,70.98901099,72.41142001,"['age', 'sex', 'cp', 'fbs', 'restecg', 'exang', 'thal']"
Decision Tree,74.47126437,74.96945457,70.93406593,70.87807712,"['age', 'sex', 'cp', 'fbs', 'restecg', 'oldpeak', 'slope']"
Decision Tree,77.86206897,85.39646465,66.64835165,72.99744446,"['age', 'sex', 'cp', 'fbs', 'restecg', 'oldpeak', 'ca']"
Decision Tree,75.81609195,74.99010514,75.32967033,74.05760005,"['age', 'sex', 'cp', 'fbs', 'restecg', 'oldpeak', 'thal']"
Decision Tree,75.79310345,81.76979307,68.79120879,71.48738116,"['age', 'sex', 'cp', 'fbs', 'restecg', 'slope', 'ca']"
Decision Tree,75.14942529,72.40013826,77.63736264,73.98937935,"['age', 'sex', 'cp', 'fbs', 'restecg', 'slope', 'thal']"
Decision Tree,84.24137931,86.61388611,79.06593407,82.09287469,"['age', 'sex', 'cp', 'fbs', 'restecg', 'ca', 'thal']"
Decision Tree,72.08045977,68.44730197,76.7032967,71.54916565,"['age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'oldpeak']"
Decision Tree,71.09195402,70.79045696,71.42857143,69.07685551,"['age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'slope']"
Decision Tree,78.49425287,77.50190522,78.24175824,77.01497598,"['age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'ca']"
Decision Tree,81.54022989,86.9330604,73.07692308,78.49921044,"['age', 'sex', 'cp', 'fbs', 'thalach', 'exang', 'thal']"
Decision Tree,72.75862069,70.0894727,75.98901099,72.09231196,"['age', 'sex', 'cp', 'fbs', 'thalach', 'oldpeak', 'slope']"
Decision Tree,75.45977011,81.85782192,65.93406593,70.65244164,"['age', 'sex', 'cp', 'fbs', 'thalach', 'oldpeak', 'ca']"
Decision Tree,81.20689655,84.71083818,74.50549451,78.6704479,"['age', 'sex', 'cp', 'fbs', 'thalach', 'oldpeak', 'thal']"
Decision Tree,79.13793103,80.35279263,76.7032967,76.881524,"['age', 'sex', 'cp', 'fbs', 'thalach', 'slope', 'ca']"
Decision Tree,80.87356322,85.6314731,73.07692308,77.96905409,"['age', 'sex', 'cp', 'fbs', 'thalach', 'slope', 'thal']"
Decision Tree,83.22988506,86.04245754,77.58241758,80.85672847,"['age', 'sex', 'cp', 'fbs', 'thalach', 'ca', 'thal']"
Decision Tree,74.47126437,74.96945457,70.93406593,70.87807712,"['age', 'sex', 'cp', 'fbs', 'exang', 'oldpeak', 'slope']"
Decision Tree,77.86206897,83.01010101,68.79120879,73.81378175,"['age', 'sex', 'cp', 'fbs', 'exang', 'oldpeak', 'ca']"
Decision Tree,76.14942529,76.54273504,73.84615385,73.87021503,"['age', 'sex', 'cp', 'fbs', 'exang', 'oldpeak', 'thal']"
Decision Tree,79.87356322,80.37633419,78.2967033,78.37203588,"['age', 'sex', 'cp', 'fbs', 'exang', 'slope', 'ca']"
Decision Tree,75.81609195,74.0936764,76.86813187,74.31566125,"['age', 'sex', 'cp', 'fbs', 'exang', 'slope', 'thal']"
Decision Tree,84.24137931,86.61388611,79.06593407,82.09287469,"['age', 'sex', 'cp', 'fbs', 'exang', 'ca', 'thal']"
Decision Tree,77.52873563,81.96789322,68.9010989,73.19068117,"['age', 'sex', 'cp', 'fbs', 'oldpeak', 'slope', 'ca']"
Decision Tree,74.48275862,71.70330568,78.35164835,73.85239587,"['age', 'sex', 'cp', 'fbs', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,85.36063936,79.06593407,81.52038511,"['age', 'sex', 'cp', 'fbs', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.20689655,84.61388611,79.06593407,81.06430326,"['age', 'sex', 'cp', 'fbs', 'slope', 'ca', 'thal']"
Decision Tree,72.08045977,68.44730197,76.7032967,71.54916565,"['age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'oldpeak']"
Decision Tree,70.40229885,69.67934585,70.65934066,68.1677646,"['age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'slope']"
Decision Tree,78.49425287,77.50190522,78.24175824,77.01497598,"['age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'ca']"
Decision Tree,81.54022989,86.9330604,73.07692308,78.49921044,"['age', 'sex', 'cp', 'restecg', 'thalach', 'exang', 'thal']"
Decision Tree,72.75862069,70.0894727,75.98901099,72.09231196,"['age', 'sex', 'cp', 'restecg', 'thalach', 'oldpeak', 'slope']"
Decision Tree,75.45977011,81.85782192,65.93406593,70.65244164,"['age', 'sex', 'cp', 'restecg', 'thalach', 'oldpeak', 'ca']"
Decision Tree,80.87356322,84.18702866,74.50549451,78.39951194,"['age', 'sex', 'cp', 'restecg', 'thalach', 'oldpeak', 'thal']"
Decision Tree,79.13793103,80.35279263,76.7032967,76.881524,"['age', 'sex', 'cp', 'restecg', 'thalach', 'slope', 'ca']"
Decision Tree,80.87356322,85.6314731,73.07692308,77.96905409,"['age', 'sex', 'cp', 'restecg', 'thalach', 'slope', 'thal']"
Decision Tree,83.22988506,86.04245754,77.58241758,80.85672847,"['age', 'sex', 'cp', 'restecg', 'thalach', 'ca', 'thal']"
Decision Tree,74.47126437,74.96945457,70.93406593,70.87807712,"['age', 'sex', 'cp', 'restecg', 'exang', 'oldpeak', 'slope']"
Decision Tree,78.1954023,83.58152958,68.79120879,74.10934825,"['age', 'sex', 'cp', 'restecg', 'exang', 'oldpeak', 'ca']"
Decision Tree,76.14942529,76.54273504,73.84615385,73.87021503,"['age', 'sex', 'cp', 'restecg', 'exang', 'oldpeak', 'thal']"
Decision Tree,79.87356322,80.37633419,78.2967033,78.37203588,"['age', 'sex', 'cp', 'restecg', 'exang', 'slope', 'ca']"
Decision Tree,75.81609195,74.0936764,76.86813187,74.31566125,"['age', 'sex', 'cp', 'restecg', 'exang', 'slope', 'thal']"
Decision Tree,84.24137931,86.61388611,79.06593407,82.09287469,"['age', 'sex', 'cp', 'restecg', 'exang', 'ca', 'thal']"
Decision Tree,77.52873563,81.96789322,68.9010989,73.19068117,"['age', 'sex', 'cp', 'restecg', 'oldpeak', 'slope', 'ca']"
Decision Tree,74.48275862,71.70330568,78.35164835,73.85239587,"['age', 'sex', 'cp', 'restecg', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,85.36063936,79.06593407,81.52038511,"['age', 'sex', 'cp', 'restecg', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.20689655,84.61388611,79.06593407,81.06430326,"['age', 'sex', 'cp', 'restecg', 'slope', 'ca', 'thal']"
Decision Tree,72.4137931,69.54002216,75.98901099,71.80741167,"['age', 'sex', 'cp', 'thalach', 'exang', 'oldpeak', 'slope']"
Decision Tree,76.47126437,81.13054919,68.79120879,72.77601491,"['age', 'sex', 'cp', 'thalach', 'exang', 'oldpeak', 'ca']"
Decision Tree,80.20689655,84.18702866,73.07692308,77.4255989,"['age', 'sex', 'cp', 'thalach', 'exang', 'oldpeak', 'thal']"
Decision Tree,79.51724138,80.68593172,77.58241758,77.71478706,"['age', 'sex', 'cp', 'thalach', 'exang', 'slope', 'ca']"
Decision Tree,80.20689655,85.6314731,71.64835165,76.99514105,"['age', 'sex', 'cp', 'thalach', 'exang', 'slope', 'thal']"
Decision Tree,83.22988506,86.04245754,77.58241758,80.85672847,"['age', 'sex', 'cp', 'thalach', 'exang', 'ca', 'thal']"
Decision Tree,75.12643678,78.76691283,68.18681319,70.89053687,"['age', 'sex', 'cp', 'thalach', 'oldpeak', 'slope', 'ca']"
Decision Tree,79.54022989,82.99258421,73.07692308,76.93649345,"['age', 'sex', 'cp', 'thalach', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,84.86063936,77.58241758,80.30394333,"['age', 'sex', 'cp', 'thalach', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.22988506,86.04245754,77.58241758,80.85672847,"['age', 'sex', 'cp', 'thalach', 'slope', 'ca', 'thal']"
Decision Tree,77.52873563,79.76334776,71.04395604,73.93429119,"['age', 'sex', 'cp', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,75.81609195,73.84204242,78.2967033,74.77019407,"['age', 'sex', 'cp', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,85.36063936,79.06593407,81.52038511,"['age', 'sex', 'cp', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.20689655,84.61388611,79.06593407,81.06430326,"['age', 'sex', 'cp', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.54022989,83.36063936,79.06593407,80.49181368,"['age', 'sex', 'cp', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,68.35632184,64.73185638,71.59340659,67.2310836,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach']"
Decision Tree,75.43678161,73.49682181,75.21978022,74.11990757,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'exang']"
Decision Tree,66.40229885,65.01343754,60.6043956,62.11843436,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak']"
Decision Tree,72.42528736,68.72157774,77.41758242,72.29510331,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'slope']"
Decision Tree,70.04597701,67.15970876,70.21978022,68.2027059,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'ca']"
Decision Tree,76.79310345,71.93932749,82.52747253,76.44597598,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'restecg', 'thal']"
Decision Tree,73.74712644,73.54582917,71.48351648,71.92555963,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'exang']"
Decision Tree,70.04597701,71.76051726,61.97802198,65.45544108,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak']"
Decision Tree,67.03448276,65.86624487,64.23076923,63.50480437,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'slope']"
Decision Tree,70.70114943,68.63053613,71.81318681,68.97888785,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'ca']"
Decision Tree,74.45977011,74.51337551,70.32967033,71.56598622,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'thalach', 'thal']"
Decision Tree,68.40229885,72.30844156,53.35164835,60.01895967,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak']"
Decision Tree,73.08045977,70.97286485,72.96703297,71.70855071,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'slope']"
Decision Tree,77.81609195,75.11237374,78.40659341,76.21982803,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'ca']"
Decision Tree,72.79310345,71.16281233,71.64835165,70.63168451,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'exang', 'thal']"
Decision Tree,67.40229885,66.71695298,60.6043956,63.07711115,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope']"
Decision Tree,79.12643678,82.40531691,70.10989011,75.04187062,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'oldpeak', 'ca']"
Decision Tree,76.83908046,76.58287546,72.36263736,74.17501262,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'oldpeak', 'thal']"
Decision Tree,76.14942529,78.42235542,68.18681319,72.13032954,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'slope', 'ca']"
Decision Tree,73.10344828,68.54084967,78.24175824,72.50394883,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'slope', 'thal']"
Decision Tree,79.52873563,80.38394938,73.95604396,76.35066455,"['age', 'sex', 'trestbps', 'chol', 'fbs', 'ca', 'thal']"
Decision Tree,74.4137931,74.51103064,72.1978022,72.72566629,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'exang']"
Decision Tree,69.35632184,69.53829504,61.97802198,64.81907745,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak']"
Decision Tree,66.70114943,65.48529249,64.23076923,63.30776004,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'slope']"
Decision Tree,70.70114943,68.74164724,71.04395604,68.80293477,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'ca']"
Decision Tree,73.77011494,74.00788101,68.73626374,70.73260195,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'thalach', 'thal']"
Decision Tree,68.05747126,71.73151848,53.35164835,59.74203659,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak']"
Decision Tree,73.08045977,70.97286485,72.96703297,71.70855071,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'slope']"
Decision Tree,77.81609195,75.11237374,78.40659341,76.21982803,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'ca']"
Decision Tree,72.79310345,71.16281233,71.64835165,70.63168451,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'exang', 'thal']"
Decision Tree,67.06896552,66.49636475,59.89010989,62.64700363,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'oldpeak', 'slope']"
Decision Tree,79.12643678,82.40531691,70.10989011,75.04187062,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'oldpeak', 'ca']"
Decision Tree,75.8045977,75.17261905,71.59340659,73.09808954,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'oldpeak', 'thal']"
Decision Tree,76.14942529,78.42235542,68.18681319,72.13032954,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'slope', 'ca']"
Decision Tree,72.77011494,68.35702614,77.52747253,72.09534668,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'slope', 'thal']"
Decision Tree,78.1954023,78.84548785,72.52747253,74.86918307,"['age', 'sex', 'trestbps', 'chol', 'restecg', 'ca', 'thal']"
Decision Tree,71.73563218,72.62781955,65.65934066,67.62835313,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']"
Decision Tree,72.74712644,71.67082917,71.48351648,70.98453398,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'slope']"
Decision Tree,76.44827586,73.51990412,76.86813187,74.82145313,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'ca']"
Decision Tree,74.48275862,73.57009983,72.47252747,72.30813677,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'exang', 'thal']"
Decision Tree,69.71264368,70.87162837,61.97802198,65.16558601,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'oldpeak', 'slope']"
Decision Tree,75.75862069,76.40635903,73.07692308,72.98399943,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'oldpeak', 'ca']"
Decision Tree,75.48275862,75.15995116,70.87912088,72.70020401,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'oldpeak', 'thal']"
Decision Tree,74.43678161,74.08195313,72.52747253,72.02801851,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'slope', 'ca']"
Decision Tree,73.79310345,73.59090909,71.04395604,71.32180352,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'slope', 'thal']"
Decision Tree,76.49425287,76.75012488,70.98901099,73.08547749,"['age', 'sex', 'trestbps', 'chol', 'thalach', 'ca', 'thal']"
Decision Tree,68.40229885,71.95879121,54.06593407,60.28562633,"['age', 'sex', 'trestbps', 'chol', 'exang', 'oldpeak', 'slope']"
Decision Tree,80.17241379,82.15995116,73.18681319,76.5940093,"['age', 'sex', 'trestbps', 'chol', 'exang', 'oldpeak', 'ca']"
Decision Tree,75.82758621,74.95283883,72.36263736,73.35076662,"['age', 'sex', 'trestbps', 'chol', 'exang', 'oldpeak', 'thal']"
Decision Tree,80.1954023,79.02963703,77.69230769,77.95441315,"['age', 'sex', 'trestbps', 'chol', 'exang', 'slope', 'ca']"
Decision Tree,71.44827586,71.05555556,68.73626374,68.85229885,"['age', 'sex', 'trestbps', 'chol', 'exang', 'slope', 'thal']"
Decision Tree,80.54022989,81.81551782,75.43956044,78.07777778,"['age', 'sex', 'trestbps', 'chol', 'exang', 'ca', 'thal']"
Decision Tree,79.47126437,81.7953713,71.64835165,75.85177785,"['age', 'sex', 'trestbps', 'chol', 'oldpeak', 'slope', 'ca']"
Decision Tree,76.17241379,75.90447491,73.07692308,73.99825604,"['age', 'sex', 'trestbps', 'chol', 'oldpeak', 'slope', 'thal']"
